DESCRIPTION,USERID,USERNAME,USER_PARENT_ID,OPENDATE,ACCOUNT_BLOCK_REASONS,DESCRIPTION,SKIN,ACCOUNTTYPENAME,REALBALANCE,VERIFIEDPLAYER,VERIFIED_BANK_DETAILS,MOBILE_VERIFICATION,BR_ID,BR_NAME
Regular,18332132,tonbcbr0,,2024-12-19 11:10:33,",1290,1010,1017,1343,1016,1020,1012,1011,1291,1090,1100,1019,",Verification required,BacanaPlay.bet.br,Registered User,0.0,0,0,2,1011,Player/Support Block Promo SMS
Regular,18332132,tonbcbr0,,2024-12-19 11:10:33,",1290,1010,1017,1343,1016,1020,1012,1011,1291,1090,1100,1019,",Verification required,BacanaPlay.bet.br,Registered User,0.0,0,0,2,1291,Missing Copy of Address
Regular,18332132,tonbcbr0,,2024-12-19 11:10:33,",1290,1010,1017,1343,1016,1020,1012,1011,1291,1090,1100,1019,",Verification required,BacanaPlay.bet.br,Registered User,0.0,0,0,2,1090,CDD Required
Regular,18332132,tonbcbr0,,2024-12-19 11:10:33,",1290,1010,1017,1343,1016,1020,1012,1011,1291,1090,1100,1019,",Verification required,BacanaPlay.bet.br,Registered User,0.0,0,0,2,1100,CDD Request
Regular,18332132,tonbcbr0,,2024-12-19 11:10:33,",1290,1010,1017,1343,1016,1020,1012,1011,1291,1090,1100,1019,",Verification required,BacanaPlay.bet.br,Registered User,0.0,0,0,2,1019,Connected to 'Bonus Abuser' database
Regular,18325621,emidia1,,2024-12-18 08:33:40,",1290,1291,1011,1292,1343,1020,1012,1017,1010,1016,1100,1090,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1290,Missing Copy of ID
Regular,18325621,emidia1,,2024-12-18 08:33:40,",1290,1291,1011,1292,1343,1020,1012,1017,1010,1016,1100,1090,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1291,Missing Copy of Address
Regular,18325621,emidia1,,2024-12-18 08:33:40,",1290,1291,1011,1292,1343,1020,1012,1017,1010,1016,1100,1090,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1011,Player/Support Block Promo SMS
Regular,18325621,emidia1,,2024-12-18 08:33:40,",1290,1291,1011,1292,1343,1020,1012,1017,1010,1016,1100,1090,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1292,Mobile Verification Required
Regular,18325621,emidia1,,2024-12-18 08:33:40,",1290,1291,1011,1292,1343,1020,1012,1017,1010,1016,1100,1090,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1343,Bank Account Details Required
Regular,18325621,emidia1,,2024-12-18 08:33:40,",1290,1291,1011,1292,1343,1020,1012,1017,1010,1016,1100,1090,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1020,NON Verified at registration
Regular,18325621,emidia1,,2024-12-18 08:33:40,",1290,1291,1011,1292,1343,1020,1012,1017,1010,1016,1100,1090,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1012,Player/Support Block Promo Email
Regular,18325621,emidia1,,2024-12-18 08:33:40,",1290,1291,1011,1292,1343,1020,1012,1017,1010,1016,1100,1090,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1017,Player/Support Block Promo WEB
Regular,18325621,emidia1,,2024-12-18 08:33:40,",1290,1291,1011,1292,1343,1020,1012,1017,1010,1016,1100,1090,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1010,Player/Support Block Promo Phone
Regular,18325621,emidia1,,2024-12-18 08:33:40,",1290,1291,1011,1292,1343,1020,1012,1017,1010,1016,1100,1090,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1016,Player/Support Block Promo Post
Regular,18325621,emidia1,,2024-12-18 08:33:40,",1290,1291,1011,1292,1343,1020,1012,1017,1010,1016,1100,1090,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1100,CDD Request
Regular,18325621,emidia1,,2024-12-18 08:33:40,",1290,1291,1011,1292,1343,1020,1012,1017,1010,1016,1100,1090,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1090,CDD Required
Regular,18325621,emidia1,,2024-12-18 08:33:40,",1290,1291,1011,1292,1343,1020,1012,1017,1010,1016,1100,1090,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1161,Duplicate Account
Regular,18331627,oladia_97,,2024-12-19 08:05:24,",1290,1012,1017,1016,1291,1010,1020,1343,1011,1090,1100,1019,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,2,1290,Missing Copy of ID
Regular,18331627,oladia_97,,2024-12-19 08:05:24,",1290,1012,1017,1016,1291,1010,1020,1343,1011,1090,1100,1019,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,2,1012,Player/Support Block Promo Email
Regular,18331627,oladia_97,,2024-12-19 08:05:24,",1290,1012,1017,1016,1291,1010,1020,1343,1011,1090,1100,1019,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,2,1017,Player/Support Block Promo WEB
Regular,18331627,oladia_97,,2024-12-19 08:05:24,",1290,1012,1017,1016,1291,1010,1020,1343,1011,1090,1100,1019,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,2,1016,Player/Support Block Promo Post
Regular,18331627,oladia_97,,2024-12-19 08:05:24,",1290,1012,1017,1016,1291,1010,1020,1343,1011,1090,1100,1019,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,2,1291,Missing Copy of Address
Regular,18331627,oladia_97,,2024-12-19 08:05:24,",1290,1012,1017,1016,1291,1010,1020,1343,1011,1090,1100,1019,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,2,1010,Player/Support Block Promo Phone
Regular,18331627,oladia_97,,2024-12-19 08:05:24,",1290,1012,1017,1016,1291,1010,1020,1343,1011,1090,1100,1019,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,2,1020,NON Verified at registration
Regular,18331627,oladia_97,,2024-12-19 08:05:24,",1290,1012,1017,1016,1291,1010,1020,1343,1011,1090,1100,1019,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,2,1343,Bank Account Details Required
Regular,18331627,oladia_97,,2024-12-19 08:05:24,",1290,1012,1017,1016,1291,1010,1020,1343,1011,1090,1100,1019,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,2,1011,Player/Support Block Promo SMS
Regular,18331627,oladia_97,,2024-12-19 08:05:24,",1290,1012,1017,1016,1291,1010,1020,1343,1011,1090,1100,1019,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,2,1090,CDD Required
Regular,18331627,oladia_97,,2024-12-19 08:05:24,",1290,1012,1017,1016,1291,1010,1020,1343,1011,1090,1100,1019,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,2,1100,CDD Request
Regular,18331627,oladia_97,,2024-12-19 08:05:24,",1290,1012,1017,1016,1291,1010,1020,1343,1011,1090,1100,1019,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,2,1019,Connected to 'Bonus Abuser' database
Regular,18331627,oladia_97,,2024-12-19 08:05:24,",1290,1012,1017,1016,1291,1010,1020,1343,1011,1090,1100,1019,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,2,1161,Duplicate Account
Regular,18331604,oladia_a3,,2024-12-19 07:57:30,",1290,1012,1017,1016,1291,1010,1020,1343,1011,1090,1100,1019,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,2,1290,Missing Copy of ID
Regular,18331604,oladia_a3,,2024-12-19 07:57:30,",1290,1012,1017,1016,1291,1010,1020,1343,1011,1090,1100,1019,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,2,1012,Player/Support Block Promo Email
Regular,18331604,oladia_a3,,2024-12-19 07:57:30,",1290,1012,1017,1016,1291,1010,1020,1343,1011,1090,1100,1019,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,2,1017,Player/Support Block Promo WEB
Regular,18331604,oladia_a3,,2024-12-19 07:57:30,",1290,1012,1017,1016,1291,1010,1020,1343,1011,1090,1100,1019,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,2,1016,Player/Support Block Promo Post
Regular,18331604,oladia_a3,,2024-12-19 07:57:30,",1290,1012,1017,1016,1291,1010,1020,1343,1011,1090,1100,1019,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,2,1291,Missing Copy of Address
Regular,18331604,oladia_a3,,2024-12-19 07:57:30,",1290,1012,1017,1016,1291,1010,1020,1343,1011,1090,1100,1019,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,2,1010,Player/Support Block Promo Phone
Regular,18331604,oladia_a3,,2024-12-19 07:57:30,",1290,1012,1017,1016,1291,1010,1020,1343,1011,1090,1100,1019,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,2,1020,NON Verified at registration
Regular,18331604,oladia_a3,,2024-12-19 07:57:30,",1290,1012,1017,1016,1291,1010,1020,1343,1011,1090,1100,1019,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,2,1343,Bank Account Details Required
Regular,18331604,oladia_a3,,2024-12-19 07:57:30,",1290,1012,1017,1016,1291,1010,1020,1343,1011,1090,1100,1019,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,2,1011,Player/Support Block Promo SMS
Regular,18331604,oladia_a3,,2024-12-19 07:57:30,",1290,1012,1017,1016,1291,1010,1020,1343,1011,1090,1100,1019,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,2,1090,CDD Required
Regular,18331604,oladia_a3,,2024-12-19 07:57:30,",1290,1012,1017,1016,1291,1010,1020,1343,1011,1090,1100,1019,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,2,1100,CDD Request
Regular,18331604,oladia_a3,,2024-12-19 07:57:30,",1290,1012,1017,1016,1291,1010,1020,1343,1011,1090,1100,1019,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,2,1019,Connected to 'Bonus Abuser' database
Regular,18331604,oladia_a3,,2024-12-19 07:57:30,",1290,1012,1017,1016,1291,1010,1020,1343,1011,1090,1100,1019,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,2,1161,Duplicate Account
Regular,18264252,erezbacana2,,2024-12-08 06:34:28,",1100,",Verification required,BacanaPlay.bet.br,Bonus User,0.0,0,0,2,1100,CDD Request
Regular,18283762,puazbr101201,,2024-12-11 13:54:05,",1290,1291,1292,1343,1020,1090,1100,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1290,Missing Copy of ID
Regular,18283762,puazbr101201,,2024-12-11 13:54:05,",1290,1291,1292,1343,1020,1090,1100,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1291,Missing Copy of Address
Regular,18283762,puazbr101201,,2024-12-11 13:54:05,",1290,1291,1292,1343,1020,1090,1100,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1292,Mobile Verification Required
Regular,18283762,puazbr101201,,2024-12-11 13:54:05,",1290,1291,1292,1343,1020,1090,1100,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1343,Bank Account Details Required
Regular,18283762,puazbr101201,,2024-12-11 13:54:05,",1290,1291,1292,1343,1020,1090,1100,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1020,NON Verified at registration
Regular,18283762,puazbr101201,,2024-12-11 13:54:05,",1290,1291,1292,1343,1020,1090,1100,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1090,CDD Required
Regular,18283762,puazbr101201,,2024-12-11 13:54:05,",1290,1291,1292,1343,1020,1090,1100,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1100,CDD Request
Regular,18284046,blondbr96,,2024-12-11 15:06:20,",1291,1292,1020,1343,1290,1090,1100,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1291,Missing Copy of Address
Regular,18284046,blondbr96,,2024-12-11 15:06:20,",1291,1292,1020,1343,1290,1090,1100,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1292,Mobile Verification Required
Regular,18284046,blondbr96,,2024-12-11 15:06:20,",1291,1292,1020,1343,1290,1090,1100,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1020,NON Verified at registration
Regular,18284046,blondbr96,,2024-12-11 15:06:20,",1291,1292,1020,1343,1290,1090,1100,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1343,Bank Account Details Required
Regular,18284046,blondbr96,,2024-12-11 15:06:20,",1291,1292,1020,1343,1290,1090,1100,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1290,Missing Copy of ID
Regular,18284046,blondbr96,,2024-12-11 15:06:20,",1291,1292,1020,1343,1290,1090,1100,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1090,CDD Required
Regular,18284046,blondbr96,,2024-12-11 15:06:20,",1291,1292,1020,1343,1290,1090,1100,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1100,CDD Request
Regular,18284046,blondbr96,,2024-12-11 15:06:20,",1291,1292,1020,1343,1290,1090,1100,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1161,Duplicate Account
Regular,18284254,blondbr98,,2024-12-11 15:50:05,",1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1161,Duplicate Account
Regular,18290077,blondbr13,,2024-12-12 15:18:20,",1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1161,Duplicate Account
Regular,18290116,blondbr14,,2024-12-12 15:25:01,",1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1161,Duplicate Account
Regular,18295798,blondbr18,,2024-12-13 12:00:12,",1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1161,Duplicate Account
Regular,18307385,blondbr23,,2024-12-15 09:05:03,",1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1161,Duplicate Account
Regular,18332145,daffda,,2024-12-19 11:15:02,",1290,1020,1016,1010,1011,1017,1012,1343,1291,1090,1100,1019,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,2,1290,Missing Copy of ID
Regular,18332145,daffda,,2024-12-19 11:15:02,",1290,1020,1016,1010,1011,1017,1012,1343,1291,1090,1100,1019,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,2,1020,NON Verified at registration
Regular,18332145,daffda,,2024-12-19 11:15:02,",1290,1020,1016,1010,1011,1017,1012,1343,1291,1090,1100,1019,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,2,1016,Player/Support Block Promo Post
Regular,18332145,daffda,,2024-12-19 11:15:02,",1290,1020,1016,1010,1011,1017,1012,1343,1291,1090,1100,1019,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,2,1010,Player/Support Block Promo Phone
Regular,18332145,daffda,,2024-12-19 11:15:02,",1290,1020,1016,1010,1011,1017,1012,1343,1291,1090,1100,1019,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,2,1011,Player/Support Block Promo SMS
Regular,18332145,daffda,,2024-12-19 11:15:02,",1290,1020,1016,1010,1011,1017,1012,1343,1291,1090,1100,1019,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,2,1017,Player/Support Block Promo WEB
Regular,18332145,daffda,,2024-12-19 11:15:02,",1290,1020,1016,1010,1011,1017,1012,1343,1291,1090,1100,1019,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,2,1012,Player/Support Block Promo Email
Regular,18332145,daffda,,2024-12-19 11:15:02,",1290,1020,1016,1010,1011,1017,1012,1343,1291,1090,1100,1019,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,2,1343,Bank Account Details Required
Regular,18332145,daffda,,2024-12-19 11:15:02,",1290,1020,1016,1010,1011,1017,1012,1343,1291,1090,1100,1019,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,2,1291,Missing Copy of Address
Regular,18332145,daffda,,2024-12-19 11:15:02,",1290,1020,1016,1010,1011,1017,1012,1343,1291,1090,1100,1019,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,2,1090,CDD Required
Regular,18332145,daffda,,2024-12-19 11:15:02,",1290,1020,1016,1010,1011,1017,1012,1343,1291,1090,1100,1019,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,2,1100,CDD Request
Regular,18332145,daffda,,2024-12-19 11:15:02,",1290,1020,1016,1010,1011,1017,1012,1343,1291,1090,1100,1019,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,2,1019,Connected to 'Bonus Abuser' database
Regular,18325597,oladia_a,,2024-12-18 08:21:36,",1011,1343,1292,1291,1290,1012,1020,1010,1017,1016,1090,1100,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1011,Player/Support Block Promo SMS
Regular,18325597,oladia_a,,2024-12-18 08:21:36,",1011,1343,1292,1291,1290,1012,1020,1010,1017,1016,1090,1100,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1343,Bank Account Details Required
Regular,18325597,oladia_a,,2024-12-18 08:21:36,",1011,1343,1292,1291,1290,1012,1020,1010,1017,1016,1090,1100,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1292,Mobile Verification Required
Regular,18325597,oladia_a,,2024-12-18 08:21:36,",1011,1343,1292,1291,1290,1012,1020,1010,1017,1016,1090,1100,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1291,Missing Copy of Address
Regular,18325597,oladia_a,,2024-12-18 08:21:36,",1011,1343,1292,1291,1290,1012,1020,1010,1017,1016,1090,1100,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1290,Missing Copy of ID
Regular,18325597,oladia_a,,2024-12-18 08:21:36,",1011,1343,1292,1291,1290,1012,1020,1010,1017,1016,1090,1100,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1012,Player/Support Block Promo Email
Regular,18325597,oladia_a,,2024-12-18 08:21:36,",1011,1343,1292,1291,1290,1012,1020,1010,1017,1016,1090,1100,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1020,NON Verified at registration
Regular,18325597,oladia_a,,2024-12-18 08:21:36,",1011,1343,1292,1291,1290,1012,1020,1010,1017,1016,1090,1100,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1010,Player/Support Block Promo Phone
Regular,18325597,oladia_a,,2024-12-18 08:21:36,",1011,1343,1292,1291,1290,1012,1020,1010,1017,1016,1090,1100,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1017,Player/Support Block Promo WEB
Regular,18325597,oladia_a,,2024-12-18 08:21:36,",1011,1343,1292,1291,1290,1012,1020,1010,1017,1016,1090,1100,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1016,Player/Support Block Promo Post
Regular,18325597,oladia_a,,2024-12-18 08:21:36,",1011,1343,1292,1291,1290,1012,1020,1010,1017,1016,1090,1100,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1090,CDD Required
Regular,18325597,oladia_a,,2024-12-18 08:21:36,",1011,1343,1292,1291,1290,1012,1020,1010,1017,1016,1090,1100,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1100,CDD Request
Regular,18325597,oladia_a,,2024-12-18 08:21:36,",1011,1343,1292,1291,1290,1012,1020,1010,1017,1016,1090,1100,1161,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1161,Duplicate Account
Regular,18326911,shrb01,,2024-12-18 15:29:53,",1290,1292,1291,1020,1343,1100,1090,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1290,Missing Copy of ID
Regular,18326911,shrb01,,2024-12-18 15:29:53,",1290,1292,1291,1020,1343,1100,1090,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1292,Mobile Verification Required
Regular,18326911,shrb01,,2024-12-18 15:29:53,",1290,1292,1291,1020,1343,1100,1090,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1291,Missing Copy of Address
Regular,18326911,shrb01,,2024-12-18 15:29:53,",1290,1292,1291,1020,1343,1100,1090,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1020,NON Verified at registration
Regular,18326911,shrb01,,2024-12-18 15:29:53,",1290,1292,1291,1020,1343,1100,1090,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1343,Bank Account Details Required
Regular,18326911,shrb01,,2024-12-18 15:29:53,",1290,1292,1291,1020,1343,1100,1090,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1100,CDD Request
Regular,18326911,shrb01,,2024-12-18 15:29:53,",1290,1292,1291,1020,1343,1100,1090,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1090,CDD Required
Regular,18283844,meitBPbr02,,2024-12-11 14:15:33,",1290,1291,1292,1343,1020,1100,1090,",Verification required,BacanaPlay.bet.br,Registered User,0.0,0,0,1,1290,Missing Copy of ID
Regular,18283844,meitBPbr02,,2024-12-11 14:15:33,",1290,1291,1292,1343,1020,1100,1090,",Verification required,BacanaPlay.bet.br,Registered User,0.0,0,0,1,1291,Missing Copy of Address
Regular,18283844,meitBPbr02,,2024-12-11 14:15:33,",1290,1291,1292,1343,1020,1100,1090,",Verification required,BacanaPlay.bet.br,Registered User,0.0,0,0,1,1292,Mobile Verification Required
Regular,18283844,meitBPbr02,,2024-12-11 14:15:33,",1290,1291,1292,1343,1020,1100,1090,",Verification required,BacanaPlay.bet.br,Registered User,0.0,0,0,1,1343,Bank Account Details Required
Regular,18283844,meitBPbr02,,2024-12-11 14:15:33,",1290,1291,1292,1343,1020,1100,1090,",Verification required,BacanaPlay.bet.br,Registered User,0.0,0,0,1,1020,NON Verified at registration
Regular,18283844,meitBPbr02,,2024-12-11 14:15:33,",1290,1291,1292,1343,1020,1100,1090,",Verification required,BacanaPlay.bet.br,Registered User,0.0,0,0,1,1100,CDD Request
Regular,18283844,meitBPbr02,,2024-12-11 14:15:33,",1290,1291,1292,1343,1020,1100,1090,",Verification required,BacanaPlay.bet.br,Registered User,0.0,0,0,1,1090,CDD Required
Regular,18239492,olmemi,,2024-12-04 15:32:21,",1020,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,2,1020,NON Verified at registration
Regular,18413337,puazbr311203,3588689.0,2024-12-31 07:09:03,",1343,",Additional verification needed,PlayUZU.bet.br,Registered User,0.0,1,0,2,1343,Bank Account Details Required
Regular,18284050,blondbr97,,2024-12-11 15:07:13,",1210,",Verification required,PlayUZU.bet.br,Registered User,0.0,0,0,1,1210,Unsuccessful login trials limit reached
Regular,18325688,oladia_12,,2024-12-18 09:01:12,",1290,1012,1292,1016,1291,1010,1020,1343,1011,1100,1090,",Verification required,BacanaPlay.bet.br,Registered User,0.0,0,0,1,1290,Missing Copy of ID
Regular,18325688,oladia_12,,2024-12-18 09:01:12,",1290,1012,1292,1016,1291,1010,1020,1343,1011,1100,1090,",Verification required,BacanaPlay.bet.br,Registered User,0.0,0,0,1,1012,Player/Support Block Promo Email
Regular,18325688,oladia_12,,2024-12-18 09:01:12,",1290,1012,1292,1016,1291,1010,1020,1343,1011,1100,1090,",Verification required,BacanaPlay.bet.br,Registered User,0.0,0,0,1,1292,Mobile Verification Required
Regular,18325688,oladia_12,,2024-12-18 09:01:12,",1290,1012,1292,1016,1291,1010,1020,1343,1011,1100,1090,",Verification required,BacanaPlay.bet.br,Registered User,0.0,0,0,1,1016,Player/Support Block Promo Post
Regular,18325688,oladia_12,,2024-12-18 09:01:12,",1290,1012,1292,1016,1291,1010,1020,1343,1011,1100,1090,",Verification required,BacanaPlay.bet.br,Registered User,0.0,0,0,1,1291,Missing Copy of Address
Regular,18325688,oladia_12,,2024-12-18 09:01:12,",1290,1012,1292,1016,1291,1010,1020,1343,1011,1100,1090,",Verification required,BacanaPlay.bet.br,Registered User,0.0,0,0,1,1010,Player/Support Block Promo Phone
Regular,18325688,oladia_12,,2024-12-18 09:01:12,",1290,1012,1292,1016,1291,1010,1020,1343,1011,1100,1090,",Verification required,BacanaPlay.bet.br,Registered User,0.0,0,0,1,1020,NON Verified at registration
Regular,18325688,oladia_12,,2024-12-18 09:01:12,",1290,1012,1292,1016,1291,1010,1020,1343,1011,1100,1090,",Verification required,BacanaPlay.bet.br,Registered User,0.0,0,0,1,1343,Bank Account Details Required
Regular,18325688,oladia_12,,2024-12-18 09:01:12,",1290,1012,1292,1016,1291,1010,1020,1343,1011,1100,1090,",Verification required,BacanaPlay.bet.br,Registered User,0.0,0,0,1,1011,Player/Support Block Promo SMS
Regular,18325688,oladia_12,,2024-12-18 09:01:12,",1290,1012,1292,1016,1291,1010,1020,1343,1011,1100,1090,",Verification required,BacanaPlay.bet.br,Registered User,0.0,0,0,1,1100,CDD Request
Regular,18325688,oladia_12,,2024-12-18 09:01:12,",1290,1012,1292,1016,1291,1010,1020,1343,1011,1100,1090,",Verification required,BacanaPlay.bet.br,Registered User,0.0,0,0,1,1090,CDD Required
Regular,18284184,vastest812,3596699.0,2024-12-11 15:35:15,",1016,1010,1012,1017,1011,1019,",Verification succeeded,PlayUZU.bet.br,Registered User,0.0,1,0,2,1016,Player/Support Block Promo Post
Regular,18284184,vastest812,3596699.0,2024-12-11 15:35:15,",1016,1010,1012,1017,1011,1019,",Verification succeeded,PlayUZU.bet.br,Registered User,0.0,1,0,2,1010,Player/Support Block Promo Phone
Regular,18284184,vastest812,3596699.0,2024-12-11 15:35:15,",1016,1010,1012,1017,1011,1019,",Verification succeeded,PlayUZU.bet.br,Registered User,0.0,1,0,2,1012,Player/Support Block Promo Email
Regular,18284184,vastest812,3596699.0,2024-12-11 15:35:15,",1016,1010,1012,1017,1011,1019,",Verification succeeded,PlayUZU.bet.br,Registered User,0.0,1,0,2,1017,Player/Support Block Promo WEB
Regular,18284184,vastest812,3596699.0,2024-12-11 15:35:15,",1016,1010,1012,1017,1011,1019,",Verification succeeded,PlayUZU.bet.br,Registered User,0.0,1,0,2,1011,Player/Support Block Promo SMS
Regular,18284184,vastest812,3596699.0,2024-12-11 15:35:15,",1016,1010,1012,1017,1011,1019,",Verification succeeded,PlayUZU.bet.br,Registered User,0.0,1,0,2,1019,Connected to 'Bonus Abuser' database
Regular,18415197,vastest516,,2024-12-31 16:17:11,",1343,1292,1020,1290,1291,1161,",Verification required,PlayUZU.bet.br,Practice User,0.0,0,0,1,1343,Bank Account Details Required
Regular,18415197,vastest516,,2024-12-31 16:17:11,",1343,1292,1020,1290,1291,1161,",Verification required,PlayUZU.bet.br,Practice User,0.0,0,0,1,1292,Mobile Verification Required
Regular,18415197,vastest516,,2024-12-31 16:17:11,",1343,1292,1020,1290,1291,1161,",Verification required,PlayUZU.bet.br,Practice User,0.0,0,0,1,1020,NON Verified at registration
Regular,18415197,vastest516,,2024-12-31 16:17:11,",1343,1292,1020,1290,1291,1161,",Verification required,PlayUZU.bet.br,Practice User,0.0,0,0,1,1290,Missing Copy of ID
Regular,18415197,vastest516,,2024-12-31 16:17:11,",1343,1292,1020,1290,1291,1161,",Verification required,PlayUZU.bet.br,Practice User,0.0,0,0,1,1291,Missing Copy of Address
Regular,18415197,vastest516,,2024-12-31 16:17:11,",1343,1292,1020,1290,1291,1161,",Verification required,PlayUZU.bet.br,Practice User,0.0,0,0,1,1161,Duplicate Account
Regular,18415204,vastest518,,2024-12-31 16:20:06,",1290,1020,1291,",Verification required,PlayUZU.bet.br,Practice User,0.0,0,0,2,1290,Missing Copy of ID
