DESCRIPTION,USERID,USERNAME,USER_PARENT_ID,OPENDATE,ACCOUNT_BLOCK_REASONS,DESCRIPTION,SKIN,ACCOUNTTYPENAME,REALBALANCE,VERIFIEDPLAYER,VERIFIED_BANK_DETAILS,MOBILE_VERIFICATION
Regular,18428599,toljos_sl20,3594692.0,2025-01-02 17:04:25,,Verification succeeded,BacanaPlay.bet.br,Real User,0.0,1,0,2
Regular,18428559,Nickbettest,3594684.0,2025-01-02 16:56:29,",1010,1017,1011,1012,1016,",Verification succeeded,BacanaPlay.bet.br,Real User,0.0,1,0,2
Regular,18424539,viavin_ia09,3593121.0,2025-01-01 23:42:36,,Verification succeeded,BacanaPlay.bet.br,Real User,0.1,1,0,2
Regular,18436466,Elienne16,3597959.0,2025-01-03 19:46:35,,Verification succeeded,BacanaPlay.bet.br,Real User,0.11,1,0,2
Regular,18425841,Antonioaf98,3599322.0,2025-01-02 03:37:05,",1016,1010,1017,1327,",Verification succeeded,BacanaPlay.bet.br,Real User,0.1,1,0,2
Regular,18436944,Nildaarau72,3598214.0,2025-01-03 21:03:18,,Verification succeeded,BacanaPlay.bet.br,Real User,0.15,1,0,2
Regular,18422866,Zinhobolado,3593136.0,2025-01-01 19:26:58,,Verification succeeded,BacanaPlay.bet.br,Real User,0.0,1,0,2
Regular,18439457,Caiocesarmds,3599260.0,2025-01-04 02:38:20,,Verification succeeded,BacanaPlay.bet.br,Real User,0.05,1,0,2
Regular,18424277,Den1306,3593027.0,2025-01-01 23:00:19,,Verification succeeded,BacanaPlay.bet.br,Real User,0.0,1,0,2
Regular,18421576,Limell,3595232.0,2025-01-01 15:24:10,,Verification succeeded,BacanaPlay.bet.br,Real User,0.24,1,0,2
Regular,18442247,carphi_hr66,3600307.0,2025-01-04 15:01:55,,Verification succeeded,BacanaPlay.bet.br,Real User,0.05,1,0,2
Regular,18427411,JunasCamilo,3594260.0,2025-01-02 12:29:01,,Verification succeeded,BacanaPlay.bet.br,Real User,0.71,1,0,2
Regular,18421264,Dremp25,3591810.0,2025-01-01 14:17:13,,Verification succeeded,BacanaPlay.bet.br,Real User,0.2,1,0,2
Regular,18422919,silver_ri69,3592434.0,2025-01-01 19:35:54,",1000,",Verification succeeded,BacanaPlay.bet.br,Real User,0.39,1,0,2
Regular,18425057,esg100517,3593359.0,2025-01-02 01:09:12,,Verification succeeded,BacanaPlay.bet.br,Real User,0.0,1,0,2
Regular,18432726,mances_sm10,3596406.0,2025-01-03 03:53:37,,Verification succeeded,BacanaPlay.bet.br,Real User,0.0,1,0,2
Regular,18430994,Aloisio1224,3595737.0,2025-01-02 23:02:26,,Verification succeeded,BacanaPlay.bet.br,Real User,0.75,1,0,2
Regular,18437866,gonraf_gr93,3598592.0,2025-01-03 22:56:51,,Verification succeeded,BacanaPlay.bet.br,Real User,0.31,1,0,2
Regular,18425685,Souza1010,3596116.0,2025-01-02 03:02:11,",1016,1012,1010,1011,1017,",Verification succeeded,BacanaPlay.bet.br,Real User,0.08,1,0,2
Regular,18437874,caikat_ta24,3598886.0,2025-01-03 22:57:31,",1011,1016,1017,1010,1326,",Verification succeeded,BacanaPlay.bet.br,Real User,0.55,1,0,2
Regular,18430330,Dropy12,3595456.0,2025-01-02 21:37:17,,Verification succeeded,BacanaPlay.bet.br,Real User,0.2,1,0,2
Regular,18422256,crisana79,3594150.0,2025-01-01 17:40:54,,Verification succeeded,BacanaPlay.bet.br,Real User,0.07,1,0,2
Regular,18428497,RobertoTST01,3594647.0,2025-01-02 16:42:05,,Verification succeeded,BacanaPlay.bet.br,Real User,3.0,1,0,2
Regular,18427000,Amaurigomes0,3593996.0,2025-01-02 10:00:23,",1210,",Verification succeeded,BacanaPlay.bet.br,Real User,0.09,1,0,2
Regular,18428771,Jozivaldbet,3594774.0,2025-01-02 17:42:26,,Verification succeeded,BacanaPlay.bet.br,Real User,0.1,1,0,2
Regular,18426918,gomrod_mg04,3593970.0,2025-01-02 09:23:24,,Verification succeeded,BacanaPlay.bet.br,Real User,0.01,1,0,2
Regular,18420778,elhchr_ec60,3591585.0,2025-01-01 12:05:18,,Verification succeeded,BacanaPlay.bet.br,Real User,0.36,1,0,2
Regular,18423614,alvjul_vl70,3593022.0,2025-01-01 21:15:39,,Verification succeeded,BacanaPlay.bet.br,Real User,0.05,1,0,2
Regular,18433470,Lcjr43,3597775.0,2025-01-03 06:54:33,",1100,",Verification succeeded,BacanaPlay.bet.br,Real User,0.11,1,0,2
Regular,18428778,Paulinha_25,3594777.0,2025-01-02 17:43:06,,Verification succeeded,BacanaPlay.bet.br,Real User,0.01,1,0,2
Regular,18431102,Llglves,3595759.0,2025-01-02 23:16:53,,Verification succeeded,BacanaPlay.bet.br,Real User,0.15,1,0,2
Regular,18428576,gabgio_io15,3594665.0,2025-01-02 16:58:53,",1010,1017,1011,1012,1016,",Verification succeeded,BacanaPlay.bet.br,Real User,0.0,1,0,2
Regular,18421540,Pequena0155,3591909.0,2025-01-01 15:17:26,,Verification succeeded,BacanaPlay.bet.br,Real User,0.32,1,0,2
Regular,18436089,ELF1809,3597840.0,2025-01-03 18:43:41,,Verification succeeded,BacanaPlay.bet.br,Real User,1.8,1,0,2
Regular,18435579,Ronirps,3597541.0,2025-01-03 17:07:40,",1326,1008,",Verification succeeded,BacanaPlay.bet.br,Real User,0.17,1,0,2
Regular,18425105,Amaral36,3593363.0,2025-01-02 01:17:59,,Verification succeeded,BacanaPlay.bet.br,Real User,0.18,1,0,2
Regular,18425274,Alexandropp,3593433.0,2025-01-02 01:48:14,,Verification succeeded,BacanaPlay.bet.br,Real User,0.0,1,0,2
Regular,18424146,leuzera,3596830.0,2025-01-01 22:40:10,,Verification succeeded,BacanaPlay.bet.br,Real User,169.65,1,0,2
Regular,18430500,marlid_ml07,3596140.0,2025-01-02 21:58:28,",1016,1010,1017,1011,",Verification succeeded,BacanaPlay.bet.br,Real User,0.06,1,0,2
Regular,18439013,CaViBi,3599444.0,2025-01-04 01:33:57,,Verification succeeded,BacanaPlay.bet.br,Real User,0.27,1,0,2
Regular,18422174,Cassi09,3592186.0,2025-01-01 17:26:03,,Verification succeeded,BacanaPlay.bet.br,Real User,0.0,1,0,2
Regular,18431314,garanha22,3595842.0,2025-01-02 23:47:23,",1000,",Verification succeeded,BacanaPlay.bet.br,Real User,0.07,1,0,2
Regular,18431420,Almiralves,3595883.0,2025-01-03 00:03:35,,Verification succeeded,BacanaPlay.bet.br,Real User,0.31,1,0,2
Regular,18421417,DERI50,3591920.0,2025-01-01 14:50:00,,Verification succeeded,BacanaPlay.bet.br,Real User,1.2,1,0,2
Regular,18421040,rafamso,3592717.0,2025-01-01 13:22:08,,Verification succeeded,BacanaPlay.bet.br,Real User,51.99,1,0,2
Regular,18421076,sangil_ns86,3591815.0,2025-01-01 13:30:02,,Verification succeeded,BacanaPlay.bet.br,Real User,0.8,1,0,2
Regular,18428561,andbacatest,3594681.0,2025-01-02 16:56:54,",1010,1017,1011,1016,",Verification succeeded,BacanaPlay.bet.br,Real User,0.0,1,0,2
Regular,18429361,Npetro,3595066.0,2025-01-02 19:16:29,",1016,1011,1017,1010,1012,1326,",Verification succeeded,BacanaPlay.bet.br,Real User,0.2,1,0,2
Regular,18421073,ranilhamas,3591814.0,2025-01-01 13:29:24,",1016,1012,1010,1011,1017,1326,",Verification succeeded,BacanaPlay.bet.br,Real User,0.0,1,0,2
Regular,18423489,Dallaswar,3594872.0,2025-01-01 20:56:57,",1016,1010,1011,1017,1000,",Verification succeeded,BacanaPlay.bet.br,Real User,0.63,1,0,2
Regular,18428715,Fabianoailso,3594746.0,2025-01-02 17:29:31,,Verification succeeded,BacanaPlay.bet.br,Real User,0.0,1,0,2
Regular,18426579,sanjad_sa15,3593834.0,2025-01-02 06:58:32,",1010,1016,1011,1017,",Verification succeeded,BacanaPlay.bet.br,Real User,0.25,1,0,2
Regular,18421491,Adal2025,3591874.0,2025-01-01 15:07:39,,Verification succeeded,BacanaPlay.bet.br,Real User,20.0,1,0,2
Regular,18423106,Cria48,3592512.0,2025-01-01 20:04:01,,Verification succeeded,BacanaPlay.bet.br,Real User,20.0,1,0,2
Regular,18434476,Zala15,3597560.0,2025-01-03 12:41:47,,Verification succeeded,BacanaPlay.bet.br,Real User,0.29,1,0,2
Regular,18432735,VerasVeras,3596343.0,2025-01-03 03:54:59,,Verification succeeded,BacanaPlay.bet.br,Real User,0.05,1,0,2
Regular,18421173,quaros_so50,3595822.0,2025-01-01 13:56:36,,Verification succeeded,BacanaPlay.bet.br,Real User,0.06,1,0,2
Regular,18421049,junim1984,3591710.0,2025-01-01 13:23:43,,Verification succeeded,BacanaPlay.bet.br,Real User,0.0,1,0,2
Regular,18424015,Paulosaboia,3597558.0,2025-01-01 22:21:02,,Verification succeeded,BacanaPlay.bet.br,Real User,0.12,1,0,2
Regular,18422512,Themir-,3593528.0,2025-01-01 18:27:54,,Verification succeeded,BacanaPlay.bet.br,Real User,0.14,1,0,2
ReRegister,18424395,tas_crist,3592538.0,2025-01-01 23:20:09,",1016,1010,1017,",Verification succeeded,PlayUZU.bet.br,Real User,0.65,1,0,2
ReRegister,18443305,Apl2025,3594777.0,2025-01-04 18:47:09,",1016,1017,1010,1210,",Verification succeeded,PlayUZU.bet.br,Real User,0.13,1,0,2
ReRegister,18436307,Vilp_0809,3597805.0,2025-01-03 19:22:24,",1010,1016,1017,",Verification succeeded,BacanaPlay.bet.br,Real User,0.2,1,0,2
Regular,18436787,Tamigouvea,3598126.0,2025-01-03 20:39:25,",1019,",Verification succeeded,PlayUZU.bet.br,Registered User,0.0,1,0,2
Regular,18434701,cezjun_jn65,3597191.0,2025-01-03 13:48:54,,Verification succeeded,PlayUZU.bet.br,Registered User,0.0,1,0,2
Regular,18429619,Mony2025,3595217.0,2025-01-02 19:52:42,,Verification succeeded,PlayUZU.bet.br,Registered User,0.0,1,0,2
Regular,18428472,giokelvin,3596935.0,2025-01-02 16:38:39,,Verification succeeded,PlayUZU.bet.br,Registered User,0.0,1,0,2
Regular,18425902,KelberLima92,3595555.0,2025-01-02 03:50:16,,Verification succeeded,PlayUZU.bet.br,Registered User,0.0,1,0,2
Regular,18427852,vsatest530,3593986.0,2025-01-02 14:31:00,",1012,1011,1017,1016,1010,",Verification succeeded,PlayUZU.bet.br,Registered User,0.0,1,0,2
Regular,18428478,Ailsonfabian,3594746.0,2025-01-02 16:39:01,,Verification succeeded,PlayUZU.bet.br,Registered User,0.0,1,0,2
Regular,18437450,hahjos_as60,3598440.0,2025-01-03 22:07:22,,Verification succeeded,PlayUZU.bet.br,Registered User,0.0,1,0,2
Regular,18423876,sangus_nu31,3592883.0,2025-01-01 21:57:13,",1019,",Verification succeeded,BacanaPlay.bet.br,Registered User,0.0,1,0,2
Regular,18427543,EVSKY365,3594249.0,2025-01-02 13:15:50,,Verification succeeded,BacanaPlay.bet.br,Registered User,0.0,1,0,2
Regular,18422779,tas_cristi,3592538.0,2025-01-01 19:14:05,,Verification succeeded,BacanaPlay.bet.br,Registered User,0.0,1,0,2
Regular,18420776,oligui_li72,3592678.0,2025-01-01 12:04:18,",1343,",Verification succeeded,BacanaPlay.bet.br,Registered User,0.0,1,0,2
Regular,18424127,perraq_qe02,3592983.0,2025-01-01 22:37:31,,Verification succeeded,BacanaPlay.bet.br,Registered User,0.0,1,0,2
Regular,18443221,balleo_eo64,3600717.0,2025-01-04 18:29:14,,Verification succeeded,BacanaPlay.bet.br,Registered User,0.0,1,0,2
Regular,18442411,sancyn_cy71,3600344.0,2025-01-04 15:45:07,,Verification succeeded,BacanaPlay.bet.br,Registered User,0.0,1,0,2
Regular,18420859,pasdei_di02,3591806.0,2025-01-01 12:32:14,,Verification succeeded,BacanaPlay.bet.br,Registered User,0.0,1,0,2
Regular,18421984,souant_ta73,3594726.0,2025-01-01 16:50:06,,Verification succeeded,BacanaPlay.bet.br,Registered User,0.0,1,0,2
Regular,18422207,Maivado2410,3592171.0,2025-01-01 17:31:45,",1343,",Verification succeeded,BacanaPlay.bet.br,Registered User,0.0,1,0,2
Regular,18421026,danielgonca,3598248.0,2025-01-01 13:18:36,",1010,1016,1017,",Verification succeeded,BacanaPlay.bet.br,Registered User,0.0,1,0,2
Regular,18422394,Mguardia09,3592608.0,2025-01-01 18:03:45,",1010,1011,1017,",Verification succeeded,BacanaPlay.bet.br,Registered User,0.0,1,0,2
Regular,18421487,corlin_rc70,3592033.0,2025-01-01 15:05:22,,Verification succeeded,BacanaPlay.bet.br,Registered User,0.0,1,0,2
Regular,18420759,Jonnlook,3591783.0,2025-01-01 11:59:57,",1016,1010,1011,1017,1000,",Verification succeeded,BacanaPlay.bet.br,Registered User,0.0,1,0,2
Regular,18431144,evijos_vo76,3595786.0,2025-01-02 23:22:01,,Verification succeeded,BacanaPlay.bet.br,Registered User,0.0,1,0,2
Regular,18421858,Gaabemv,3592364.0,2025-01-01 16:24:34,,Verification succeeded,BacanaPlay.bet.br,Registered User,0.0,1,0,2
Regular,18422527,Aladdin2202,3592278.0,2025-01-01 18:29:36,,Verification succeeded,BacanaPlay.bet.br,Registered User,0.0,1,0,2
Regular,18426920,22Anderson,3594340.0,2025-01-02 09:24:08,",1292,",Verification succeeded,BacanaPlay.bet.br,Registered User,0.0,1,0,1
Regular,18427120,vastest526,3593986.0,2025-01-02 10:44:15,",1235,",Verification succeeded,BacanaPlay.bet.br,Registered User,0.0,1,0,2
Regular,18428572,gio-kelvin,3596935.0,2025-01-02 16:57:51,,Verification succeeded,BacanaPlay.bet.br,Registered User,0.0,1,0,2
Regular,18429383,Marcelo30fuk,3595078.0,2025-01-02 19:19:00,,Verification succeeded,BacanaPlay.bet.br,Registered User,0.0,1,0,2
Regular,18421759,botpab_pb56,3592775.0,2025-01-01 16:04:58,",1016,1012,1010,1011,1017,",Verification succeeded,BacanaPlay.bet.br,Registered User,0.0,1,0,2
Regular,18429829,Cebola37,3595249.0,2025-01-02 20:21:26,,Verification succeeded,BacanaPlay.bet.br,Registered User,0.0,1,0,2
Regular,18432379,Engegui97,3600317.0,2025-01-03 02:45:52,,Verification succeeded,BacanaPlay.bet.br,Registered User,0.0,1,0,2
Regular,18424126,Sralopes,3592977.0,2025-01-01 22:37:18,,Verification succeeded,BacanaPlay.bet.br,Registered User,0.0,1,0,2
Regular,18436038,wellitonnRV,3597836.0,2025-01-03 18:32:11,,Verification succeeded,BacanaPlay.bet.br,Registered User,0.0,1,0,2
Regular,18425322,cecelly-95,3593438.0,2025-01-02 01:56:24,,Verification succeeded,BacanaPlay.bet.br,Registered User,0.0,1,0,2
Regular,18429605,Indinha007,3595660.0,2025-01-02 19:51:30,",1010,1017,1343,1016,",Verification succeeded,BacanaPlay.bet.br,Registered User,0.0,1,0,2
Regular,18427394,Feradosbra,3594159.0,2025-01-02 12:24:13,,Verification succeeded,BacanaPlay.bet.br,Registered User,0.0,1,0,2
Regular,18422430,JGuidelli,3595332.0,2025-01-01 18:10:52,",1016,1012,1010,1017,",Verification succeeded,BacanaPlay.bet.br,Registered User,0.0,1,0,2
Regular,18422363,BRUNI_KO1979,3592216.0,2025-01-01 17:59:55,,Verification succeeded,BacanaPlay.bet.br,Registered User,0.0,1,0,2
Regular,18420990,Maxmoreno15,3592744.0,2025-01-01 13:09:26,",1343,",Verification succeeded,BacanaPlay.bet.br,Registered User,0.0,1,0,2
Regular,18435238,medham_md92,3597387.0,2025-01-03 15:49:36,",1343,",Verification succeeded,BacanaPlay.bet.br,Registered User,0.0,1,0,2
Regular,18425865,Hermann462,3593634.0,2025-01-02 03:42:15,",1019,",Verification succeeded,BacanaPlay.bet.br,Registered User,0.0,1,0,2
Regular,18429277,Denilson365,3595005.0,2025-01-02 19:02:39,,Verification succeeded,BacanaPlay.bet.br,Registered User,0.0,1,0,2
Regular,18442356,pauana_an08,3600324.0,2025-01-04 15:32:00,",1343,",Verification succeeded,BacanaPlay.bet.br,Registered User,0.0,1,0,2
Regular,18443461,gabtua_gu99,3600853.0,2025-01-04 19:12:15,,Verification succeeded,BacanaPlay.bet.br,Registered User,0.0,1,0,2
Regular,18421847,Beatriz-2,3592794.0,2025-01-01 16:22:21,",1100,",Verification succeeded,BacanaPlay.bet.br,Registered User,0.0,1,0,2
Regular,18443001,angmar_ar10,3600600.0,2025-01-04 17:49:19,",1210,",Verification succeeded,BacanaPlay.bet.br,Registered User,0.0,1,0,2
Regular,18437881,figkar_ar22,3598598.0,2025-01-03 22:58:10,,Verification succeeded,BacanaPlay.bet.br,Registered User,0.0,1,0,2
Regular,18422908,altmar_am26,3592585.0,2025-01-01 19:33:47,,Verification succeeded,BacanaPlay.bet.br,Registered User,0.0,1,0,2
Regular,18420538,eloyneto13,3591780.0,2025-01-01 10:53:59,",1011,1010,1016,1017,1012,",Verification succeeded,BacanaPlay.bet.br,Registered User,0.0,1,0,2
Regular,18426106,Cherrrys,3593700.0,2025-01-02 04:40:02,,Verification succeeded,BacanaPlay.bet.br,Registered User,0.0,1,0,2
Regular,18424050,Aledentinho2,3592923.0,2025-01-01 22:27:57,,Verification succeeded,BacanaPlay.bet.br,Registered User,0.0,1,0,2
Regular,18420563,Js7113,3596351.0,2025-01-01 11:02:19,,Verification succeeded,BacanaPlay.bet.br,Registered User,0.0,1,0,2
Regular,18422326,Dudusousa,3592791.0,2025-01-01 17:53:48,,Verification succeeded,BacanaPlay.bet.br,Registered User,0.0,1,0,2
Regular,18420758,gonfel_ng23,3592855.0,2025-01-01 11:59:44,,Verification succeeded,BacanaPlay.bet.br,Registered User,0.0,1,0,2
Regular,18422783,Jaborandi,3592375.0,2025-01-01 19:14:40,,Verification succeeded,BacanaPlay.bet.br,Registered User,0.0,1,0,2
ReRegister,18431341,kcdkcd_kd23,3595555.0,2025-01-02 23:50:46,",1016,1017,1010,",Verification succeeded,BacanaPlay.bet.br,Registered User,0.0,1,0,2
Regular,18427357,erezuzubr2,3594138.0,2025-01-02 12:13:38,",1019,",Verification rejected,PlayUZU.bet.br,Registered User,0.0,1,0,2
Regular,18426825,vastest524,3593942.0,2025-01-02 08:43:41,,Manually Verified,PlayUZU.bet.br,Registered User,0.0,1,0,2
