COUNTUSERS,COUNTDEPOSITS,SUMDEPOSIT,AVGFIRSTDEPOSIT,AVGDEPOSIT,MDNDFIRSTEPOSIT,MDNDEPOSIT
101,175,21722,124.12,69.57,50,44
